id,playtime_forever
0,0.4061571125265393
1,1.5224137931034483
2,0.4061571125265393
3,0.4061571125265393
4,1.7044444444444442
5,1.392391304347826
6,0.4061571125265393
7,0.4061571125265393
8,0.4061571125265393
9,0.4061571125265393
10,1.5224137931034483
11,0.4061571125265393
12,1.7044444444444442
13,1.7044444444444442
14,1.7044444444444442
15,1.5224137931034483
16,1.392391304347826
17,1.392391304347826
18,1.392391304347826
19,0.4061571125265393
20,0.4061571125265393
21,0.4061571125265393
22,0.4061571125265393
23,0.4061571125265393
24,1.392391304347826
25,1.392391304347826
26,0.4061571125265393
27,0.4061571125265393
28,0.4061571125265393
29,0.4061571125265393
30,0.4061571125265393
31,51.28333333333333
32,1.392391304347826
33,0.4061571125265393
34,6.506666666666666
35,0.4061571125265393
36,6.506666666666666
37,1.7044444444444442
38,1.392391304347826
39,0.4061571125265393
40,1.7044444444444442
41,1.7044444444444442
42,1.5224137931034483
43,1.392391304347826
44,1.392391304347826
45,1.7044444444444442
46,0.4061571125265393
47,1.392391304347826
48,1.7044444444444442
49,4.516666666666667
50,1.392391304347826
51,1.7044444444444442
52,6.506666666666666
53,0.4061571125265393
54,6.506666666666666
55,0.4061571125265393
56,4.120588235294117
57,0.4061571125265393
58,1.392391304347826
59,0.4061571125265393
60,0.4061571125265393
61,0.4061571125265393
62,0.4061571125265393
63,8.902777777777777
64,1.5224137931034483
65,0.4061571125265393
66,0.4061571125265393
67,0.4061571125265393
68,1.392391304347826
69,1.392391304347826
70,0.4061571125265393
71,0.5
72,4.120588235294117
73,32.766666666666666
74,1.392391304347826
75,51.28333333333333
76,0.5
77,1.7044444444444442
78,0.4061571125265393
79,0.4061571125265393
80,0.4061571125265393
81,1.392391304347826
82,1.392391304347826
83,1.7044444444444442
84,1.7044444444444442
85,6.506666666666666
86,0.4061571125265393
87,1.7044444444444442
88,1.392391304347826
89,1.7044444444444442
