id,playtime_forever
0,0.5801971326164874
1,0.5801971326164874
2,0.5801971326164874
3,0.5801971326164874
4,2.0738461538461537
5,2.128571428571429
6,0.5801971326164874
7,0.5801971326164874
8,0.5801971326164874
9,0.5801971326164874
10,0.5801971326164874
11,0.5801971326164874
12,2.0738461538461537
13,2.0738461538461537
14,2.0738461538461537
15,0.5801971326164874
16,2.128571428571429
17,2.128571428571429
18,2.128571428571429
19,0.5801971326164874
20,0.5801971326164874
21,0.5801971326164874
22,0.5801971326164874
23,0.5801971326164874
24,2.128571428571429
25,2.128571428571429
26,0.5801971326164874
27,0.5801971326164874
28,0.5801971326164874
29,0.5801971326164874
30,0.5801971326164874
31,51.28333333333333
32,2.128571428571429
33,0.5801971326164874
34,2.0738461538461537
35,0.5801971326164874
36,2.0738461538461537
37,2.0738461538461537
38,2.128571428571429
39,0.5801971326164874
40,2.0738461538461537
41,2.0738461538461537
42,0.5801971326164874
43,2.128571428571429
44,2.128571428571429
45,2.0738461538461537
46,0.5801971326164874
47,2.128571428571429
48,2.0738461538461537
49,21.899999999999995
50,2.128571428571429
51,2.0738461538461537
52,2.0738461538461537
53,0.5801971326164874
54,2.0738461538461537
55,0.5801971326164874
56,2.128571428571429
57,0.5801971326164874
58,2.128571428571429
59,0.5801971326164874
60,0.5801971326164874
61,0.5801971326164874
62,0.5801971326164874
63,13.254166666666665
64,0.5801971326164874
65,0.5801971326164874
66,0.5801971326164874
67,0.5801971326164874
68,2.128571428571429
69,2.128571428571429
70,0.5801971326164874
71,0.8619047619047618
72,2.128571428571429
73,12.472222222222221
74,2.128571428571429
75,51.28333333333333
76,0.8619047619047618
77,2.0738461538461537
78,0.5801971326164874
79,0.5801971326164874
80,0.5801971326164874
81,2.128571428571429
82,2.128571428571429
83,2.0738461538461537
84,2.0738461538461537
85,2.0738461538461537
86,0.5801971326164874
87,2.0738461538461537
88,2.128571428571429
89,2.0738461538461537
